eamena_id,arches_id,grid_square,country,name,role,problems
EAMENA-0096531,36c4b39a-15a1-4145-840b-3eea0c2ece70,E43N15-44,Yemen,Jennie Bradbury,,False,0,"[""No geometry for site.""]"
EAMENA-0096521,3aae193e-f91b-4038-b6ba-f0bfa5b49b9f,E43N15-44,Yemen,Jennie Bradbury,,False,0,"[""No geometry for site.""]"
EAMENA-0096523,48956eae-420f-4d8c-be9b-d6afcd7f82b6,E43N15-44,Yemen,Jennie Bradbury,,False,0,"[""No geometry for site.""]"
EAMENA-0096527,57837cca-8974-4fd3-977b-652d957e49dd,E43N15-44,Yemen,Jennie Bradbury,,False,0,"[""No geometry for site.""]"
EAMENA-0096525,66f8aee6-a0d3-44f1-87ee-a1128569b435,E43N15-44,Yemen,Jennie Bradbury,,False,0,"[""No geometry for site.""]"
EAMENA-0096530,70fd9f01-7db0-4ff6-831a-63cccd26105a,E43N15-44,Yemen,Jennie Bradbury,,False,0,"[""No geometry for site.""]"
EAMENA-0095684,96fe5dfd-39c1-4ddf-86d7-2b6cae27794a,E43N15-44,Yemen,Jennie Bradbury,,False,0,"[""No geometry for site.""]"
EAMENA-0096524,a8a3f047-fef0-450d-96d3-d9310b436fee,E43N15-44,Yemen,Jennie Bradbury,,False,0,"[""No geometry for site.""]"
EAMENA-0095682,c0f9af0d-1c60-4c10-9476-c79d6bb1ef8e,E43N15-44,Yemen,Jennie Bradbury,,False,0,"[""No geometry for site.""]"
EAMENA-0096528,d0e1e593-c3ba-4f4f-8369-d9273de125fa,E43N15-44,Yemen,Jennie Bradbury,,False,0,"[""No geometry for site.""]"
EAMENA-0052843,ddbf0a80-77c1-4c0e-a895-e4eac55dc8b2,E43N15-44,Yemen,,,False,0,"[""No geometry for site.""]"
EAMENA-0095683,f1bca76a-8554-473c-a0f2-745d31a0d9f9,E43N15-44,Yemen,Jennie Bradbury,,False,0,"[""No geometry for site.""]"
EAMENA-0096526,ff7b648e-df0e-4d10-9652-b32f7880407a,E43N15-44,Yemen,Jennie Bradbury,,False,0,"[""No geometry for site.""]"
EAMENA-0248288,045cc39d-cbd7-4af7-986c-7cbb926bd34a,E42N16-31,Saudi Arabia,"Joel Garside, Kieran Westley, Matthew Meredith-Williams, Niklas Hausmann","Student/Trainee, MarEA Project Staff, Academic Researcher",False,0,"[""Geometry falls entirely outside the assigned grid square.""]"
EAMENA-0236251,c5d609c1-7ee3-4a2b-a2ea-d7cc37507758,E42N16-31,Saudi Arabia,Kieran Westley,MarEA Project Staff,False,0,"[""Geometry falls entirely outside the assigned grid square.""]"
EAMENA-0194071,06117218-bf23-45a1-9fca-53ef17fdb80f,E34N31-14,"Palestine, State of",Michael Fradley,EAMENA Project Staff,False,0,"[""Geometry falls entirely outside the assigned grid square.""]"
EAMENA-0194059,2314a2f5-53b2-4b1a-b946-1cf26180490d,E34N31-14,"Palestine, State of",Michael Fradley,EAMENA Project Staff,False,0,"[""Geometry falls entirely outside the assigned grid square.""]"
EAMENA-0194048,2fcfd4e0-1d07-4591-85b0-83fe2e198b4b,E34N31-14,"Palestine, State of",Michael Fradley,EAMENA Project Staff,False,0,"[""Geometry falls entirely outside the assigned grid square.""]"
EAMENA-0194044,4b84ae47-a369-430e-98db-96077c84f8c2,E34N31-14,"Palestine, State of",Michael Fradley,EAMENA Project Staff,False,0,"[""Geometry falls entirely outside the assigned grid square.""]"
EAMENA-0194072,4cc0e25e-5ce9-4493-9aea-3f90fbe3ca91,E34N31-14,"Palestine, State of",Michael Fradley,EAMENA Project Staff,False,0,"[""Geometry falls entirely outside the assigned grid square.""]"
EAMENA-0194062,54049c81-3b88-4459-b090-95b6ffc98283,E34N31-14,"Palestine, State of",Michael Fradley,EAMENA Project Staff,False,0,"[""Geometry falls entirely outside the assigned grid square.""]"
EAMENA-0194067,5a48093a-f35d-46da-9b85-6f4a1d40605a,E34N31-14,"Palestine, State of",Michael Fradley,EAMENA Project Staff,False,0,"[""Geometry falls entirely outside the assigned grid square.""]"
EAMENA-0194064,5cf075da-d11c-4bdb-b776-e476067fc921,E34N31-14,"Palestine, State of",Michael Fradley,EAMENA Project Staff,False,0,"[""Geometry falls entirely outside the assigned grid square.""]"
EAMENA-0194073,65a1c7e6-1072-4281-b932-656756cf6eb9,E34N31-14,"Palestine, State of",Michael Fradley,EAMENA Project Staff,False,0,"[""Geometry falls entirely outside the assigned grid square.""]"
EAMENA-0194060,6c42d1a5-6e47-4f10-b68b-714033023814,E34N31-14,"Palestine, State of",Michael Fradley,EAMENA Project Staff,False,0,"[""Geometry falls entirely outside the assigned grid square.""]"
EAMENA-0194063,7936ed3e-2e77-492e-a08f-d0f3e51695ce,E34N31-14,"Palestine, State of",Michael Fradley,EAMENA Project Staff,False,0,"[""Geometry falls entirely outside the assigned grid square.""]"
EAMENA-0194066,7cb58211-6554-4c47-a646-5b44533305f8,E34N31-14,"Palestine, State of",Michael Fradley,EAMENA Project Staff,False,0,"[""Geometry falls entirely outside the assigned grid square.""]"
EAMENA-0194058,93f0c215-c694-4e48-8d1a-b3e70b1ee9c9,E34N31-14,"Palestine, State of",Michael Fradley,EAMENA Project Staff,False,0,"[""Geometry falls entirely outside the assigned grid square.""]"
EAMENA-0194061,9a66ddd6-1e86-43e2-9187-9368422c4045,E34N31-14,"Palestine, State of",Michael Fradley,EAMENA Project Staff,False,0,"[""Geometry falls entirely outside the assigned grid square.""]"
EAMENA-0194068,aa5a8c41-c87d-4ea1-a75b-bd1a378e11a4,E34N31-14,"Palestine, State of",Michael Fradley,EAMENA Project Staff,False,0,"[""Geometry falls entirely outside the assigned grid square.""]"
EAMENA-0194065,cad2c862-31e8-4453-b060-8f74eebb7473,E34N31-14,"Palestine, State of",Michael Fradley,EAMENA Project Staff,False,0,"[""Geometry falls entirely outside the assigned grid square.""]"
EAMENA-0194069,f4de032a-c86d-4788-a7d5-2d23ec4298a1,E34N31-14,"Palestine, State of",Michael Fradley,EAMENA Project Staff,False,0,"[""Geometry falls entirely outside the assigned grid square.""]"
EAMENA-0159614,507afdea-e571-4d3b-8cb3-338874cc42e1,E43N13-14,Yemen,Harmen Huigens,MarEA Project Staff,False,0,"[""Geometry falls partially outside the assigned grid square.""]"
EAMENA-0159391,59265ed5-2800-41d4-b405-8f80285907a7,E43N13-14,Yemen,Harmen Huigens,MarEA Project Staff,False,0,"[""Geometry falls partially outside the assigned grid square.""]"
EAMENA-0159541,da83939d-a7c7-4144-88c9-3a343e9091d2,E43N13-14,Yemen,Harmen Huigens,MarEA Project Staff,False,0,"[""Geometry falls partially outside the assigned grid square.""]"
EAMENA-0169713,6c634ae6-d07f-45e3-8eb8-6d86d283b2cd,E36N34-43,Syrian Arab Republic,"Will Deadman, Kristen Hopper",EAMENA Project Staff,False,0,"[""Geometry falls entirely outside the assigned grid square.""]"
EAMENA-0168216,9904ea76-5b82-425f-ae7c-8304b729e0fd,E36N34-43,Syrian Arab Republic,"Kristen Hopper, Will Deadman",EAMENA Project Staff,False,0,"[""Geometry falls partially outside the assigned grid square.""]"
EAMENA-0185284,168c6ca6-32f7-4415-a410-5d09871b0755,E37N31-34,Jordan,Aysar Rdaideh,Government Authority/Staff,False,0,"[""Geometry falls partially outside the assigned grid square.""]"
EAMENA-0016631,19b56aa1-5309-45e0-b373-d5ee707dbb6b,E40N22-31,Saudi Arabia,,,False,0,"[""Geometry falls entirely outside the assigned grid square.""]"
EAMENA-0016468,1f67cf64-f2c8-401e-a4cd-11ffb5622901,E40N22-31,Saudi Arabia,,,False,0,"[""Geometry falls entirely outside the assigned grid square.""]"
EAMENA-0018022,2a0d47aa-74bc-498a-8220-c55d1a546b6b,E40N22-31,Saudi Arabia,,,False,0,"[""Geometry falls entirely outside the assigned grid square.""]"
EAMENA-0018011,46f3ea15-5f47-4818-9170-fed9795a3ba3,E40N22-31,Saudi Arabia,,,False,0,"[""Geometry falls entirely outside the assigned grid square.""]"
EAMENA-0015260,57c3115a-cf0d-4cf3-a5f4-f54f2d893993,E40N22-31,Saudi Arabia,,,False,0,"[""Geometry falls entirely outside the assigned grid square.""]"
EAMENA-0017990,5f36ecf3-bf58-49b9-a7d2-1101c663b81a,E40N22-31,Saudi Arabia,,,False,0,"[""Geometry falls entirely outside the assigned grid square.""]"
EAMENA-0015259,73fb6728-c858-4851-a4ed-f129ef9acc5c,E40N22-31,Saudi Arabia,,,False,0,"[""Geometry falls entirely outside the assigned grid square.""]"
EAMENA-0015548,aa636aeb-b9a9-43e0-8d2f-d2b3062a3bc7,E40N22-31,Saudi Arabia,,,False,0,"[""Geometry falls entirely outside the assigned grid square.""]"
EAMENA-0018043,f3025e5e-0afd-472c-a8d1-fc543899bdef,E40N22-31,Saudi Arabia,,,False,0,"[""Geometry falls entirely outside the assigned grid square.""]"
EAMENA-0187212,01f233db-f02c-42d2-a5da-f0635ce2b50c,E35N31-33,"Palestine, State of",Mohammad Jaradat,Government Authority/Staff,False,0,"[""Geometry falls entirely outside the assigned grid square.""]"
EAMENA-0186801,7e21876b-42ff-4800-b169-3268bbd070d6,E35N31-33,"Palestine, State of",Nour Daraghmeh,Government Authority/Staff,False,0,"[""Geometry falls entirely outside the assigned grid square.""]"
EAMENA-0179956,9c26846f-89f7-4ed4-a4d3-5637030cc547,E35N31-33,bd7e6648-3d58-4251-902f-3437df652220,,,False,0,"[""No geometry for site.""]"
EAMENA-0187688,a087ff4b-e474-4fdb-8a88-6bcfcaa832e4,E35N31-33,"Palestine, State of",Nour Daraghmeh,Government Authority/Staff,False,0,"[""Geometry falls entirely outside the assigned grid square.""]"
EAMENA-0231163,b3629931-22d4-49bb-8eb7-946cc06bd9f4,E35N31-33,"Palestine, State of","shafiq shabana, Thomas Huet","Government Authority/Staff, EAMENA Project Staff",False,0,"[""Geometry falls entirely outside the assigned grid square.""]"
EAMENA-0095696,11496701-b6c4-43f1-84fb-eabe95b112d7,E44N17-14,Yemen,Jennie Bradbury,,False,0,"[""No geometry for site.""]"
EAMENA-0095695,412642cb-8395-475c-b2cc-59127a1b1e19,E44N17-14,Yemen,Jennie Bradbury,,False,0,"[""No geometry for site.""]"
EAMENA-0095699,41635655-d9fc-4d89-96cb-65c7a4b5671e,E44N17-14,Yemen,Jennie Bradbury,,False,0,"[""No geometry for site.""]"
EAMENA-0054574,4bdde308-3662-4650-afc7-6bb20b6a3228,E44N17-14,Yemen,,,False,0,"[""No geometry for site.""]"
EAMENA-0054395,58941978-7832-44ac-aea1-1fefcbcc35bf,E44N17-14,Yemen,,,False,0,"[""No geometry for site.""]"
EAMENA-0054454,819e4c5a-d375-43b8-b6ab-1df35375e8cc,E44N17-14,Yemen,,,False,0,"[""Geometry falls partially outside the assigned grid square.""]"
EAMENA-0095698,bf3702eb-3e9a-4a08-b95b-f2a05c0caa8c,E44N17-14,Yemen,Jennie Bradbury,,False,0,"[""No geometry for site.""]"
EAMENA-0095697,e613c57d-d829-4068-8d97-ed4103328477,E44N17-14,Yemen,Jennie Bradbury,,False,0,"[""No geometry for site.""]"
EAMENA-0184217,4bcb4a64-8ade-427c-b2d2-d7f40d5f28fb,E34N29-23,Egypt,Sophie Tews,MarEA Project Staff,False,0,"[""Geometry falls partially outside the assigned grid square.""]"
EAMENA-0095688,09a131d2-7ba7-4e35-8a4a-da9f665925c3,E43N15-24,Yemen,Jennie Bradbury,,False,0,"[""No geometry for site.""]"
EAMENA-0052649,0c205ed2-fe38-43dc-bb9a-2c0d1a23960c,E43N15-24,Yemen,,,False,0,"[""No geometry for site.""]"
EAMENA-0052638,1595caad-0e4d-49ee-bee6-d000e76690a4,E43N15-24,Yemen,,,False,0,"[""No geometry for site.""]"
EAMENA-0095689,29e495aa-64f0-406a-99d4-47566d9e8210,E43N15-24,Yemen,Jennie Bradbury,,False,0,"[""No geometry for site.""]"
EAMENA-0052711,2be10971-3034-4420-b6dd-d2140af37490,E43N15-24,Yemen,,,False,0,"[""No geometry for site.""]"
EAMENA-0023471,2c5c332e-aeee-44e4-af78-26b28585c505,E43N15-24,Yemen,Rebecca Banks,,False,0,"[""Geometry falls partially outside the assigned grid square.""]"
EAMENA-0023520,2eeadfb5-b191-4fe0-87bc-22cbd1b92f89,E43N15-24,Yemen,Rebecca Banks,,False,0,"[""Geometry falls partially outside the assigned grid square.""]"
EAMENA-0095690,789a9cd5-a7d2-475a-b67a-30c62f69ef97,E43N15-24,Yemen,Jennie Bradbury,,False,0,"[""No geometry for site.""]"
EAMENA-0095691,9aa9a408-cc84-468f-b6af-da3bbaea7e5a,E43N15-24,Yemen,Jennie Bradbury,,False,0,"[""No geometry for site.""]"
EAMENA-0095687,db9dd657-e432-4ed7-93b8-502bc65e1ac3,E43N15-24,Yemen,Jennie Bradbury,,False,0,"[""No geometry for site.""]"
EAMENA-0095505,dbb7fa2c-3471-428a-84a4-f9ad4363db1d,E43N15-24,Yemen,Jennie Bradbury,,False,0,"[""Geometry falls partially outside the assigned grid square.""]"
EAMENA-0052724,e39605f9-c7b5-4656-b330-dee4b2892b30,E43N15-24,Yemen,,,False,0,"[""No geometry for site.""]"
EAMENA-0052659,e86091e7-3f9a-46a5-b0a4-caed992ff511,E43N15-24,Yemen,,,False,0,"[""No geometry for site.""]"
EAMENA-0280198,32465bd2-5b95-495e-94e9-c11df70fcfeb,E49N27-23,Saudi Arabia,Rodrigo Ortiz-Vazquez,MarEA Project Staff,False,0,"[""Geometry falls partially outside the assigned grid square.""]"
EAMENA-0155031,273668ff-bd90-4f18-9bd1-4c8a287d46f6,E42N36-32,Iraq,Kristen Hopper,EAMENA Project Staff,False,0,"[""Geometry falls partially outside the assigned grid square.""]"
EAMENA-0155007,42149d7d-a703-4b92-90f1-a20044d5e0ed,E42N36-32,Iraq,Kristen Hopper,EAMENA Project Staff,False,0,"[""Geometry falls partially outside the assigned grid square.""]"
EAMENA-0155131,4be5ec69-de41-4d7b-b555-063213d856b5,E42N36-32,Iraq,Kristen Hopper,EAMENA Project Staff,False,0,"[""Geometry falls partially outside the assigned grid square.""]"
EAMENA-0155120,abf93967-77d8-43bf-999b-b2f51c7f5364,E42N36-32,Iraq,Kristen Hopper,EAMENA Project Staff,False,0,"[""Geometry falls partially outside the assigned grid square.""]"
EAMENA-0210828,91112624-4dd3-4158-b722-7868d366820f,E48N17-22,Yemen,Michael Fradley,EAMENA Project Staff,False,0,"[""Geometry falls entirely outside the assigned grid square.""]"
EAMENA-0256092,f5c4c96a-6bbd-400e-a064-a64e4a40e460,E40N32-41,Iraq,Michael Fradley,EAMENA Project Staff,False,0,"[""Geometry falls entirely outside the assigned grid square.""]"
EAMENA-0161457,e9f40241-d4e8-4271-ba7c-b282b8bbb0ca,E20N32-14,Libya,Yousuf Albadri,Academic Researcher,False,0,"[""Geometry falls entirely outside the assigned grid square.""]"
EAMENA-0054129,3ea18cbc-76e9-4ac1-96e1-03bb7718bba9,E44N15-24,Yemen,,,False,0,"[""No geometry for site.""]"
EAMENA-0053942,bbbc865e-36e4-4f0d-871d-956571f67680,E44N15-24,Yemen,,,False,0,"[""No geometry for site.""]"
EAMENA-0279516,00d68d02-ee18-4a61-a5b3-dd22e47f0011,E41N33-23,Iraq,Michael Fradley,EAMENA Project Staff,False,0,"[""Geometry falls partially outside the assigned grid square.""]"
EAMENA-0279519,ddaa3d3b-c3af-464d-bcdf-5dbd1cb913be,E41N33-23,Iraq,Michael Fradley,EAMENA Project Staff,False,0,"[""Geometry falls partially outside the assigned grid square.""]"
EAMENA-0230851,99c73b4e-3457-44f5-a55d-b81847cbed64,E61N31-22,Afghanistan,Bijan Rouhani,EAMENA Project Staff,False,0,"[""Geometry falls partially outside the assigned grid square.""]"
EAMENA-0238492,cb4a8c2e-47cf-4f2a-9660-faa2789415a0,E61N31-22,Afghanistan,Bijan Rouhani,EAMENA Project Staff,False,0,"[""Geometry falls entirely outside the assigned grid square.""]"
EAMENA-0258695,173cab30-27c4-485d-ae46-77165ea1f9d0,E41N32-14,Iraq,Michael Fradley,EAMENA Project Staff,False,0,"[""Geometry falls entirely outside the assigned grid square.""]"
EAMENA-0252381,0016bb5d-0fe9-450e-8a9c-254ec1dd5c0e,E65N31-31,Afghanistan,"Bijan Rouhani, Lynn Jabri, Bachaar Tarabay","EAMENA Project Staff, Private Sector",False,0,"[""No grid square referenced.""]"
EAMENA-0252443,0324ee97-6f81-4a7c-8344-e9dff17a3597,E65N31-31,Afghanistan,Bijan Rouhani,EAMENA Project Staff,False,0,"[""No grid square referenced.""]"
EAMENA-0252415,03de9410-5c6c-49e1-a017-b1412a80c5b2,E65N31-31,Afghanistan,Bijan Rouhani,EAMENA Project Staff,False,0,"[""No grid square referenced.""]"
EAMENA-0252395,042b98a2-13a5-4ee6-9798-543f51274a9e,E65N31-31,Afghanistan,Bijan Rouhani,EAMENA Project Staff,False,0,"[""No grid square referenced.""]"
EAMENA-0252408,045f8aac-796a-4da2-a227-d10c41613034,E65N31-31,Afghanistan,Bijan Rouhani,EAMENA Project Staff,False,0,"[""No grid square referenced.""]"
EAMENA-0252390,067e6d34-cc5a-4a0d-8eaa-37148b341b57,E65N31-31,Afghanistan,Bijan Rouhani,EAMENA Project Staff,False,0,"[""No grid square referenced.""]"
EAMENA-0252366,07d4d405-be4d-46ef-9c47-b665ce722126,E65N31-31,Afghanistan,"Bijan Rouhani, Lynn Jabri, Bachaar Tarabay","EAMENA Project Staff, Private Sector",False,0,"[""No grid square referenced.""]"
EAMENA-0252418,0ab6b0d1-6327-4db8-8ca6-750c9b9b1676,E65N31-31,Afghanistan,Bijan Rouhani,EAMENA Project Staff,False,0,"[""No grid square referenced.""]"
EAMENA-0252409,0d455a66-d3f1-45a7-bc00-e2570b4b2c4e,E65N31-31,Afghanistan,Bijan Rouhani,EAMENA Project Staff,False,0,"[""No grid square referenced.""]"
EAMENA-0252388,0f4e0b98-99bf-47d9-adc2-842f721c413e,E65N31-31,Afghanistan,Bijan Rouhani,EAMENA Project Staff,False,0,"[""No grid square referenced.""]"
EAMENA-0252438,0f595c07-f1fd-4594-897d-5b17ed95c95f,E65N31-31,Afghanistan,Bijan Rouhani,EAMENA Project Staff,False,0,"[""No grid square referenced.""]"
EAMENA-0252353,102eaf26-c40c-4af1-86b9-079620afad1b,E65N31-31,Afghanistan,"Bijan Rouhani, Lynn Jabri, Bachaar Tarabay","EAMENA Project Staff, Private Sector",False,0,"[""No grid square referenced.""]"
EAMENA-0252437,14281958-b3ba-4af1-a4e9-c65b060a65d4,E65N31-31,Afghanistan,Bijan Rouhani,EAMENA Project Staff,False,0,"[""No grid square referenced.""]"
EAMENA-0252375,161cb7c7-34ab-44a2-a16c-aac9063202bc,E65N31-31,Afghanistan,"Bijan Rouhani, Lynn Jabri, Bachaar Tarabay","EAMENA Project Staff, Private Sector",False,0,"[""No grid square referenced.""]"
EAMENA-0252351,17514add-8c8c-4a4e-b04f-4fbfa735d29b,E65N31-31,Afghanistan,"Bijan Rouhani, Lynn Jabri, Bachaar Tarabay","EAMENA Project Staff, Private Sector",False,0,"[""No grid square referenced.""]"
EAMENA-0252365,19f84248-1d91-4d16-87e1-9ec695d5065e,E65N31-31,Afghanistan,"Bijan Rouhani, Lynn Jabri, Bachaar Tarabay","EAMENA Project Staff, Private Sector",False,0,"[""No grid square referenced.""]"
EAMENA-0252378,1b148aa8-738a-440e-bde1-0561edaab484,E65N31-31,Afghanistan,"Bijan Rouhani, Lynn Jabri, Bachaar Tarabay","EAMENA Project Staff, Private Sector",False,0,"[""No grid square referenced.""]"
EAMENA-0252448,1be33e97-75ab-4393-bea9-28416457f6e8,E65N31-31,Afghanistan,Bijan Rouhani,EAMENA Project Staff,False,0,"[""No grid square referenced.""]"
EAMENA-0252371,2098e633-ea76-4e02-bb14-25710c6f35fc,E65N31-31,Afghanistan,"Bijan Rouhani, Lynn Jabri, Bachaar Tarabay","EAMENA Project Staff, Private Sector",False,0,"[""No grid square referenced.""]"
EAMENA-0252389,223f9a27-74f4-4b67-859e-8b8fecb535dc,E65N31-31,Afghanistan,Bijan Rouhani,EAMENA Project Staff,False,0,"[""No grid square referenced.""]"
EAMENA-0252412,245bf6a0-d5eb-45f3-b7c3-82a89417a6cf,E65N31-31,Afghanistan,Bijan Rouhani,EAMENA Project Staff,False,0,"[""No grid square referenced.""]"
EAMENA-0252361,2726f2bb-c161-493b-a931-9e92e1269cf8,E65N31-31,Afghanistan,"Bijan Rouhani, Lynn Jabri, Bachaar Tarabay","EAMENA Project Staff, Private Sector",False,0,"[""No grid square referenced.""]"
EAMENA-0252421,2ffe8ae1-f34f-4a9b-a1a9-c70d7c1bf1a5,E65N31-31,Afghanistan,Bijan Rouhani,EAMENA Project Staff,False,0,"[""No grid square referenced.""]"
EAMENA-0252379,30b3f3ec-e1f0-4ded-88fa-75b03891d2a3,E65N31-31,Afghanistan,"Bijan Rouhani, Lynn Jabri, Bachaar Tarabay","EAMENA Project Staff, Private Sector",False,0,"[""No grid square referenced.""]"
EAMENA-0252374,32e3f329-75d2-45cf-80aa-5a5053de35f9,E65N31-31,Afghanistan,"Bijan Rouhani, Lynn Jabri, Bachaar Tarabay","EAMENA Project Staff, Private Sector",False,0,"[""No grid square referenced.""]"
EAMENA-0252394,333d1960-4221-417d-8a57-a2bd3b1ab14d,E65N31-31,Afghanistan,Bijan Rouhani,EAMENA Project Staff,False,0,"[""No grid square referenced.""]"
EAMENA-0252432,37fc27b7-454a-4b81-a180-4e1954873e7b,E65N31-31,Afghanistan,Bijan Rouhani,EAMENA Project Staff,False,0,"[""No grid square referenced.""]"
EAMENA-0252392,38900380-74df-4e6e-87cf-6d2ee7a5db88,E65N31-31,Afghanistan,Bijan Rouhani,EAMENA Project Staff,False,0,"[""No grid square referenced.""]"
EAMENA-0252399,38d43f01-c638-4a47-8fad-def3b7211fa4,E65N31-31,Afghanistan,Bijan Rouhani,EAMENA Project Staff,False,0,"[""No grid square referenced.""]"
EAMENA-0252411,3bd7ebdf-8b0b-4352-a3ee-204637c1b86d,E65N31-31,Afghanistan,Bijan Rouhani,EAMENA Project Staff,False,0,"[""No grid square referenced.""]"
EAMENA-0252355,3d423eaf-b426-4d30-8fea-3d90e4b18958,E65N31-31,Afghanistan,"Bijan Rouhani, Lynn Jabri, Bachaar Tarabay","EAMENA Project Staff, Private Sector",False,0,"[""No grid square referenced.""]"
EAMENA-0252364,3d671c8a-ee0d-4008-b087-ec1cf53fb99d,E65N31-31,Afghanistan,"Bijan Rouhani, Lynn Jabri, Bachaar Tarabay","EAMENA Project Staff, Private Sector",False,0,"[""No grid square referenced.""]"
EAMENA-0252446,3f5d35c6-4ea6-4f36-b210-29be16c30c34,E65N31-31,Afghanistan,Bijan Rouhani,EAMENA Project Staff,False,0,"[""No grid square referenced.""]"
EAMENA-0252427,422ad7df-1e5d-4600-b2c9-bf0bb323b6fb,E65N31-31,Afghanistan,Bijan Rouhani,EAMENA Project Staff,False,0,"[""No grid square referenced.""]"
EAMENA-0252417,43a985b0-2b62-4117-95ee-1ebbf7fc15ee,E65N31-31,Afghanistan,Bijan Rouhani,EAMENA Project Staff,False,0,"[""No grid square referenced.""]"
EAMENA-0252391,454ef1f7-7dc0-411c-a139-61f4856321b2,E65N31-31,Afghanistan,Bijan Rouhani,EAMENA Project Staff,False,0,"[""No grid square referenced.""]"
EAMENA-0252404,471d49da-1815-4dfa-9132-450619ec9243,E65N31-31,Afghanistan,Bijan Rouhani,EAMENA Project Staff,False,0,"[""No grid square referenced.""]"
EAMENA-0252356,4a554021-ec46-4c7a-ab36-34c20ed770a7,E65N31-31,Afghanistan,"Bijan Rouhani, Lynn Jabri, Bachaar Tarabay","EAMENA Project Staff, Private Sector",False,0,"[""No grid square referenced.""]"
EAMENA-0252382,4b0726dd-488f-4238-bd3c-b725d9c6527f,E65N31-31,Afghanistan,"Bijan Rouhani, Lynn Jabri, Bachaar Tarabay","Private Sector, EAMENA Project Staff",False,0,"[""No grid square referenced.""]"
EAMENA-0252383,4dd14719-951a-47a7-a39d-5d5e462dc82e,E65N31-31,Afghanistan,"Bijan Rouhani, Lynn Jabri, Bachaar Tarabay","EAMENA Project Staff, Private Sector",False,0,"[""No grid square referenced.""]"
EAMENA-0252413,51c78067-344d-4f4e-9a0a-aed872d0420b,E65N31-31,Afghanistan,Bijan Rouhani,EAMENA Project Staff,False,0,"[""No grid square referenced.""]"
EAMENA-0252369,51fe12a3-fd6d-4072-a9b3-ed7bcd86eb1c,E65N31-31,Afghanistan,"Bijan Rouhani, Lynn Jabri, Bachaar Tarabay","EAMENA Project Staff, Private Sector",False,0,"[""No grid square referenced.""]"
EAMENA-0252398,52bbc1db-35d0-4e17-ae13-2d789cf47286,E65N31-31,Afghanistan,Bijan Rouhani,EAMENA Project Staff,False,0,"[""No grid square referenced.""]"
EAMENA-0252396,52cb9976-b4bd-4cdf-83c4-2d44dcbc134d,E65N31-31,Afghanistan,Bijan Rouhani,EAMENA Project Staff,False,0,"[""No grid square referenced.""]"
EAMENA-0252425,58f1bbc0-991c-4fdd-a40e-09f90377e7ea,E65N31-31,Afghanistan,Bijan Rouhani,EAMENA Project Staff,False,0,"[""No grid square referenced.""]"
